In_x,In_y,Out_x,Out_y,Center_x,Center_y,PositionIndex
215.2854297,19.62966206,215.8771091,7.256488557,215.5812694,13.44307531,217
216.2836147,19.68927152,216.8750469,7.321352121,216.5793308,13.50531182,218
217.2818292,19.74888272,217.8729554,7.386213094,217.5773923,13.56754791,219
218.2800436,19.80849393,218.8708638,7.4510751,218.5754537,13.62978452,220
219.2782244,19.86810314,219.868806,7.515937356,219.5735152,13.69202025,221
220.2764232,19.92771384,220.8667303,7.580795349,220.5715767,13.7542546,222
221.2746216,19.98732598,221.8646543,7.645664263,221.5696379,13.81649512,223
222.2727853,20.04693604,222.8626138,7.710520673,222.5676996,13.87872836,224
223.2709782,20.10654724,223.8605433,7.775389447,223.5657608,13.94096834,225
224.2691927,20.16615845,224.8584519,7.840247111,224.5638223,14.00320278,226
225.2673704,20.22576747,225.8563969,7.905113515,225.5618837,14.06544049,227
226.2655758,20.28537814,226.8543146,7.969972196,226.5599452,14.12767517,228
227.2637901,20.34498934,227.8522229,8.034839362,227.5580065,14.18991435,229
228.2620046,20.40460055,228.8501315,8.099697026,228.556068,14.25214879,230
229.2601732,20.46420903,229.8480857,8.16456284,229.5541294,14.31438593,231
230.2583877,20.52382024,230.8459943,8.229420504,230.552191,14.37662037,232
231.2566019,20.58343144,231.8439026,8.294287789,231.5502523,14.43885962,233
232.2547708,20.64303993,232.8418571,8.359143982,232.5483139,14.50109196,234
233.252985,20.70265113,233.8397653,8.424012755,233.5463752,14.56333194,235
234.2511995,20.76226235,234.8376739,8.488870419,234.5444367,14.62556638,236
235.2493915,20.82187354,235.8356044,8.553739192,235.5424979,14.68780637,237
236.2475557,20.88148363,236.8335634,8.618595635,236.5405596,14.75003963,238
237.2457541,20.94109577,237.8314874,8.683464668,237.5386207,14.81228022,239
238.2439529,21.00070642,238.8294117,8.748322478,238.5366823,14.87451445,240
239.2421342,21.06031565,239.8273534,8.813184887,239.5347438,14.93675027,241
240.2403486,21.11992686,240.8252618,8.878046772,240.5328052,14.99898681,242
241.2385489,21.17953723,241.8231845,8.94290695,241.5308667,15.06122209,243
242.2367317,21.23914655,242.8211246,9.007770249,242.5289282,15.1234584,244
243.2349462,21.29875776,243.8190332,9.072627913,243.5269897,15.18569284,245
244.2331604,21.35836896,244.8169414,9.137496687,244.5250509,15.24793282,246
245.2313435,21.41797829,245.8148813,9.202359937,245.5231124,15.31016912,247
